,player_face_url,sofifa_id,short_name,long_name,overall,player_positions,league_name,club_name,nationality_name,likes,dislikes
13,https://cdn.sofifa.net/players/200/104/22_120.png,200104,H. Son,손흥민 孙兴慜,89,"LM, CF, LW",English Premier League,Tottenham Hotspur,Korea Republic,487,62
14,https://cdn.sofifa.net/players/200/145/22_120.png,200145,Casemiro,Carlos Henrique Venancio Casimiro,89,CDM,Spain Primera Division,Real Madrid CF,Brazil,201,50
15,https://cdn.sofifa.net/players/203/376/22_120.png,203376,V. van Dijk,Virgil van Dijk,89,CB,English Premier League,Liverpool,Netherlands,312,57
16,https://cdn.sofifa.net/players/208/722/22_120.png,208722,S. Mané,Sadio Mané,89,LW,English Premier League,Liverpool,Senegal,254,46
17,https://cdn.sofifa.net/players/209/331/22_120.png,209331,M. Salah,Mohamed Salah Ghaly,89,RW,English Premier League,Liverpool,Egypt,450,64
18,https://cdn.sofifa.net/players/210/257/22_120.png,210257,Ederson,Ederson Santana de Moraes,89,GK,English Premier League,Manchester City,Brazil,146,30
19,https://cdn.sofifa.net/players/212/622/22_120.png,212622,J. Kimmich,Joshua Walter Kimmich,89,"CDM, RB",German 1. Bundesliga,FC Bayern München,Germany,435,58
20,https://cdn.sofifa.net/players/212/831/22_120.png,212831,Alisson,Alisson Ramsés Becker,89,GK,English Premier League,Liverpool,Brazil,194,32
21,https://cdn.sofifa.net/players/230/621/22_120.png,230621,G. Donnarumma,Gianluigi Donnarumma,89,GK,French Ligue 1,Paris Saint-Germain,Italy,860,117
22,https://cdn.sofifa.net/players/155/862/22_120.png,155862,Sergio Ramos,Sergio Ramos García,88,CB,French Ligue 1,Paris Saint-Germain,Spain,335,128
23,https://cdn.sofifa.net/players/176/580/22_120.png,176580,L. Suárez,Luis Alberto Suárez Díaz,88,ST,Spain Primera Division,Atlético de Madrid,Uruguay,291,83
24,https://cdn.sofifa.net/players/182/521/22_120.png,182521,T. Kroos,Toni Kroos,88,CM,Spain Primera Division,Real Madrid CF,Germany,201,45
25,https://cdn.sofifa.net/players/192/505/22_120.png,192505,R. Lukaku,Romelu Lukaku Menama,88,ST,English Premier League,Chelsea,Belgium,335,83
26,https://cdn.sofifa.net/players/193/041/22_120.png,193041,K. Navas,Keylor Navas Gamboa,88,GK,French Ligue 1,Paris Saint-Germain,Costa Rica,122,25
27,https://cdn.sofifa.net/players/202/652/22_120.png,202652,R. Sterling,Raheem Sterling,88,"LW, RW",English Premier League,Manchester City,England,312,140
28,https://cdn.sofifa.net/players/212/198/22_120.png,212198,Bruno Fernandes,Bruno Miguel Borges Fernandes,88,CAM,English Premier League,Manchester United,Portugal,483,113
29,https://cdn.sofifa.net/players/239/085/22_120.png,239085,E. Haaland,Erling Braut Haaland,88,ST,German 1. Bundesliga,Borussia Dortmund,Norway,1475,159
30,https://cdn.sofifa.net/players/153/079/22_120.png,153079,S. Agüero,Sergio Leonel Agüero del Castillo,87,ST,Spain Primera Division,FC Barcelona,Argentina,286,40
31,https://cdn.sofifa.net/players/167/948/22_120.png,167948,H. Lloris,Hugo Lloris,87,GK,English Premier League,Tottenham Hotspur,France,88,15
32,https://cdn.sofifa.net/players/177/003/22_120.png,177003,L. Modrić,Luka Modrić,87,CM,Spain Primera Division,Real Madrid CF,Croatia,221,38
33,https://cdn.sofifa.net/players/183/898/22_120.png,183898,Á. Di María,Ángel Fabián Di María Hernández,87,"RW, LW",French Ligue 1,Paris Saint-Germain,Argentina,176,42
34,https://cdn.sofifa.net/players/186/153/22_120.png,186153,W. Szczęsny,Wojciech Tomasz Szczęsny,87,GK,Italian Serie A,Juventus,Poland,55,18
35,https://cdn.sofifa.net/players/189/596/22_120.png,189596,T. Müller,Thomas Müller,87,"CAM, RM, RW",German 1. Bundesliga,FC Bayern München,Germany,223,27
36,https://cdn.sofifa.net/players/192/387/22_120.png,192387,C. Immobile,Ciro Immobile,87,ST,Italian Serie A,Lazio,Italy,142,25
37,https://cdn.sofifa.net/players/195/864/22_120.png,195864,P. Pogba,Paul Pogba,87,"CM, LM",English Premier League,Manchester United,France,663,135
38,https://cdn.sofifa.net/players/199/556/22_120.png,199556,M. Verratti,Marco Verratti,87,"CM, CAM",French Ligue 1,Paris Saint-Germain,Italy,295,29
39,https://cdn.sofifa.net/players/207/865/22_120.png,207865,Marquinhos,Marcos Aoás Corrêa,87,"CB, CDM",French Ligue 1,Paris Saint-Germain,Brazil,214,17
40,https://cdn.sofifa.net/players/209/658/22_120.png,209658,L. Goretzka,Leon Christoph Goretzka,87,"CM, CDM",German 1. Bundesliga,FC Bayern München,Germany,395,33
41,https://cdn.sofifa.net/players/211/110/22_120.png,211110,P. Dybala,Paulo Bruno Exequiel Dybala,87,"CF, CAM",Italian Serie A,Juventus,Argentina,857,121
42,https://cdn.sofifa.net/players/216/267/22_120.png,216267,A. Robertson,Andrew Robertson,87,LB,English Premier League,Liverpool,Scotland,213,39
43,https://cdn.sofifa.net/players/228/702/22_120.png,228702,F. de Jong,Frenkie de Jong,87,"CM, CDM, CB",Spain Primera Division,FC Barcelona,Netherlands,526,127
44,https://cdn.sofifa.net/players/231/281/22_120.png,231281,T. Alexander-Arnold,Trent Alexander-Arnold,87,RB,English Premier League,Liverpool,England,499,57
45,https://cdn.sofifa.net/players/233/049/22_120.png,233049,J. Sancho,Jadon Sancho,87,"RM, CF, LM",English Premier League,Manchester United,England,837,116
46,https://cdn.sofifa.net/players/239/818/22_120.png,239818,Rúben Dias,Rúben dos Santos Gato Alves Dias,87,CB,English Premier League,Manchester City,Portugal,259,41
47,https://cdn.sofifa.net/players/138/956/22_120.png,138956,G. Chiellini,Giorgio Chiellini,86,CB,Italian Serie A,Juventus,Italy,109,27
48,https://cdn.sofifa.net/players/162/835/22_120.png,162835,S. Handanovič,Samir Handanovič,86,GK,Italian Serie A,Inter,Slovenia,69,11
49,https://cdn.sofifa.net/players/178/603/22_120.png,178603,M. Hummels,Mats Hummels,86,CB,German 1. Bundesliga,Borussia Dortmund,Germany,160,34
50,https://cdn.sofifa.net/players/189/332/22_120.png,189332,Jordi Alba,Jordi Alba Ramos,86,"LB, LM",Spain Primera Division,FC Barcelona,Spain,99,49
51,https://cdn.sofifa.net/players/189/509/22_120.png,189509,Thiago,Thiago Alcântara do Nascimento,86,"CM, CDM",English Premier League,Liverpool,Spain,225,63
52,https://cdn.sofifa.net/players/189/511/22_120.png,189511,Sergio Busquets,Sergio Busquets i Burgos,86,"CDM, CM",Spain Primera Division,FC Barcelona,Spain,108,78
53,https://cdn.sofifa.net/players/189/513/22_120.png,189513,Parejo,Daniel Parejo Muñoz,86,CM,Spain Primera Division,Villarreal CF,Spain,94,12
54,https://cdn.sofifa.net/players/192/984/22_120.png,192984,K. Casteels,Koen Casteels,86,GK,German 1. Bundesliga,VfL Wolfsburg,Belgium,30,5
55,https://cdn.sofifa.net/players/198/219/22_120.png,198219,L. Insigne,Lorenzo Insigne,86,"LW, CF",Italian Serie A,Napoli,Italy,197,28
56,https://cdn.sofifa.net/players/201/024/22_120.png,201024,K. Koulibaly,Kalidou Koulibaly,86,CB,Italian Serie A,Napoli,Senegal,207,28
57,https://cdn.sofifa.net/players/201/535/22_120.png,201535,R. Varane,Raphaël Varane,86,CB,English Premier League,Manchester United,France,291,47
58,https://cdn.sofifa.net/players/204/485/22_120.png,204485,R. Mahrez,Riyad Mahrez,86,"RW, RM",English Premier League,Manchester City,Algeria,321,37
59,https://cdn.sofifa.net/players/208/093/22_120.png,208093,Gerard Moreno,Gerard Moreno Balagueró,86,"ST, RM, RW",Spain Primera Division,Villarreal CF,Spain,61,15
60,https://cdn.sofifa.net/players/208/830/22_120.png,208830,J. Vardy,Jamie Vardy,86,ST,English Premier League,Leicester City,England,212,19
61,https://cdn.sofifa.net/players/209/499/22_120.png,209499,Fabinho,Fábio Henrique Tavares,86,"CDM, CB",English Premier League,Liverpool,Brazil,208,24
62,https://cdn.sofifa.net/players/210/514/22_120.png,210514,João Cancelo,João Pedro Cavaco Cancelo,86,"RB, LB",English Premier League,Manchester City,Portugal,239,29
63,https://cdn.sofifa.net/players/212/218/22_120.png,212218,A. Laporte,Aymeric Laporte,86,CB,English Premier League,Manchester City,Spain,287,23
64,https://cdn.sofifa.net/players/213/345/22_120.png,213345,K. Coman,Kingsley Junior Coman,86,"LM, RM, LW",German 1. Bundesliga,FC Bayern München,France,382,21
65,https://cdn.sofifa.net/players/218/667/22_120.png,218667,Bernardo Silva,Bernardo Mota Veiga de Carvalho e Silva,86,"CAM, CM, RW",English Premier League,Manchester City,Portugal,332,30
66,https://cdn.sofifa.net/players/226/161/22_120.png,226161,Marcos Llorente,Marcos Llorente Moreno,86,"CM, RM, ST",Spain Primera Division,Atlético de Madrid,Spain,261,30
67,https://cdn.sofifa.net/players/231/866/22_120.png,231866,Rodri,Rodrigo Hernández Cascante,86,CDM,English Premier League,Manchester City,Spain,160,33
68,https://cdn.sofifa.net/players/232/363/22_120.png,232363,M. Škriniar,Milan Škriniar,86,CB,Italian Serie A,Inter,Slovakia,221,18
69,https://cdn.sofifa.net/players/143/076/22_120.png,143076,A. Gómez,Alejandro Darío Gómez,85,"CAM, CF, CM",Spain Primera Division,Sevilla FC,Argentina,126,15
70,https://cdn.sofifa.net/players/163/587/22_120.png,163587,K. Schmeichel,Kasper Peter Schmeichel,85,GK,English Premier League,Leicester City,Denmark,84,8
71,https://cdn.sofifa.net/players/164/240/22_120.png,164240,Thiago Silva,Thiago Emiliano da Silva,85,CB,English Premier League,Chelsea,Brazil,140,114
72,https://cdn.sofifa.net/players/168/542/22_120.png,168542,David Silva,David Josué Jiménez Silva,85,"CAM, CM",Spain Primera Division,Real Sociedad,Spain,107,20
73,https://cdn.sofifa.net/players/177/683/22_120.png,177683,Y. Sommer,Yann Sommer,85,GK,German 1. Bundesliga,Borussia Mönchengladbach,Switzerland,80,6
74,https://cdn.sofifa.net/players/179/813/22_120.png,179813,E. Cavani,Edinson Roberto Cavani Gómez,85,ST,English Premier League,Manchester United,Uruguay,191,49
75,https://cdn.sofifa.net/players/183/277/22_120.png,183277,E. Hazard,Eden Hazard,85,LW,Spain Primera Division,Real Madrid CF,Belgium,435,140
76,https://cdn.sofifa.net/players/184/344/22_120.png,184344,L. Bonucci,Leonardo Bonucci,85,CB,Italian Serie A,Juventus,Italy,63,25
77,https://cdn.sofifa.net/players/185/122/22_120.png,185122,P. Gulácsi,Péter Gulácsi,85,GK,German 1. Bundesliga,RB Leipzig,Hungary,42,7
78,https://cdn.sofifa.net/players/186/942/22_120.png,186942,İ. Gündoğan,İlkay Gündoğan,85,"CM, CDM",English Premier League,Manchester City,Germany,151,21
79,https://cdn.sofifa.net/players/188/350/22_120.png,188350,M. Reus,Marco Reus,85,"CAM, CF",German 1. Bundesliga,Borussia Dortmund,Germany,403,29
80,https://cdn.sofifa.net/players/188/377/22_120.png,188377,K. Walker,Kyle Walker,85,RB,English Premier League,Manchester City,England,89,25
81,https://cdn.sofifa.net/players/188/567/22_120.png,188567,P. Aubameyang,Pierre-Emerick Emiliano François Aubameyang,85,"ST, LW, LM",English Premier League,Arsenal,Gabon,310,50
82,https://cdn.sofifa.net/players/193/747/22_120.png,193747,Koke,Jorge Resurrección Merodio,85,"CM, CDM",Spain Primera Division,Atlético de Madrid,Spain,118,9
83,https://cdn.sofifa.net/players/194/765/22_120.png,194765,A. Griezmann,Antoine Griezmann,85,"ST, LW, RW",Spain Primera Division,Atlético de Madrid,France,424,85
84,https://cdn.sofifa.net/players/198/176/22_120.png,198176,S. de Vrij,Stefan de Vrij,85,CB,Italian Serie A,Inter,Netherlands,130,9
85,https://cdn.sofifa.net/players/201/942/22_120.png,201942,Roberto Firmino,Roberto Firmino Barbosa de Oliveira,85,CF,English Premier League,Liverpool,Brazil,260,37
86,https://cdn.sofifa.net/players/202/556/22_120.png,202556,M. Depay,Memphis Depay,85,"CF, LW, CAM",Spain Primera Division,FC Barcelona,Netherlands,599,63
87,https://cdn.sofifa.net/players/204/963/22_120.png,204963,Carvajal,Daniel Carvajal Ramos,85,RB,Spain Primera Division,Real Madrid CF,Spain,99,21
88,https://cdn.sofifa.net/players/205/498/22_120.png,205498,Jorginho,Luiz Frello Filho Jorge,85,"CM, CDM",English Premier League,Chelsea,Italy,125,39
89,https://cdn.sofifa.net/players/206/113/22_120.png,206113,S. Gnabry,Serge David Gnabry,85,"RM, LM, RW",German 1. Bundesliga,FC Bayern München,Germany,280,29
90,https://cdn.sofifa.net/players/223/848/22_120.png,223848,S. Milinković-Savić,Sergej Milinković-Savić,85,"CM, CDM, CAM",Italian Serie A,Lazio,Serbia,321,23
91,https://cdn.sofifa.net/players/226/790/22_120.png,226790,W. Ndidi,Onyinye Wilfred Ndidi,85,"CDM, CM",English Premier League,Leicester City,Nigeria,259,25
92,https://cdn.sofifa.net/players/230/142/22_120.png,230142,Oyarzabal,Mikel Oyarzabal Ugarte,85,"LW, RW",Spain Primera Division,Real Sociedad,Spain,213,20
93,https://cdn.sofifa.net/players/231/478/22_120.png,231478,L. Martínez,Lautaro Javier Martínez,85,ST,Italian Serie A,Inter,Argentina,772,61
94,https://cdn.sofifa.net/players/231/677/22_120.png,231677,M. Rashford,Marcus Rashford,85,"LM, ST",English Premier League,Manchester United,England,707,130
95,https://cdn.sofifa.net/players/235/212/22_120.png,235212,A. Hakimi,Achraf Hakimi Mouh,85,"RB, RWB",French Ligue 1,Paris Saint-Germain,Morocco,378,44
96,https://cdn.sofifa.net/players/235/243/22_120.png,235243,M. de Ligt,Matthijs de Ligt,85,CB,Italian Serie A,Juventus,Netherlands,760,62
97,https://cdn.sofifa.net/players/041/236/22_120.png,41236,Z. Ibrahimović,Zlatan Ibrahimović,84,ST,Italian Serie A,AC Milan,Sweden,513,116
98,https://cdn.sofifa.net/players/146/536/22_120.png,146536,Jesús Navas,Jesús Navas González,84,"RB, RM",Spain Primera Division,Sevilla FC,Spain,52,10
99,https://cdn.sofifa.net/players/152/729/22_120.png,152729,Piqué,Gerard Piqué Bernabéu,84,CB,Spain Primera Division,FC Barcelona,Spain,121,104
100,https://cdn.sofifa.net/players/175/943/22_120.png,175943,D. Mertens,Dries Mertens,84,"CF, ST, CAM",Italian Serie A,Napoli,Belgium,125,21
101,https://cdn.sofifa.net/players/181/291/22_120.png,181291,G. Wijnaldum,Georginio Wijnaldum,84,"CM, CDM",French Ligue 1,Paris Saint-Germain,Netherlands,148,18
102,https://cdn.sofifa.net/players/183/711/22_120.png,183711,J. Henderson,Jordan Henderson,84,"CDM, CM",English Premier League,Liverpool,England,125,32
103,https://cdn.sofifa.net/players/184/134/22_120.png,184134,Fernando,Fernando Francisco Reges,84,"CDM, CM",Spain Primera Division,Sevilla FC,Brazil,28,7
104,https://cdn.sofifa.net/players/186/345/22_120.png,186345,K. Trippier,Kieran Trippier,84,"RB, RWB, RM",Spain Primera Division,Atlético de Madrid,England,72,18
105,https://cdn.sofifa.net/players/192/629/22_120.png,192629,Iago Aspas,Iago Aspas Juncal,84,"ST, RW",Spain Primera Division,RC Celta de Vigo,Spain,66,11
106,https://cdn.sofifa.net/players/193/080/22_120.png,193080,De Gea,David De Gea Quintana,84,GK,English Premier League,Manchester United,Spain,308,53
107,https://cdn.sofifa.net/players/197/445/22_120.png,197445,D. Alaba,David Olatukunbo Alaba,84,"CB, LB",Spain Primera Division,Real Madrid CF,Austria,282,44
108,https://cdn.sofifa.net/players/198/706/22_120.png,198706,Luis Alberto,Luis Alberto Romero Alconchel,84,"CAM, CM, CF",Italian Serie A,Lazio,Spain,104,11
109,https://cdn.sofifa.net/players/199/434/22_120.png,199434,D. Tadić,Dušan Tadić,84,"LW, CF, CAM",Holland Eredivisie,Ajax,Serbia,86,17
110,https://cdn.sofifa.net/players/199/451/22_120.png,199451,W. Ben Yedder,Wissam Ben Yedder,84,ST,French Ligue 1,AS Monaco,France,111,15
111,https://cdn.sofifa.net/players/200/458/22_120.png,200458,L. Digne,Lucas Digne,84,LB,English Premier League,Everton,France,107,15
112,https://cdn.sofifa.net/players/200/647/22_120.png,200647,J. Iličić,Josip Iličić,84,"CF, ST",Italian Serie A,Atalanta,Slovenia,70,13
113,https://cdn.sofifa.net/players/202/811/22_120.png,202811,E. Martínez,Damián Emiliano Martínez,84,GK,English Premier League,Aston Villa,Argentina,169,34
114,https://cdn.sofifa.net/players/203/263/22_120.png,203263,H. Maguire,Harry Maguire,84,CB,English Premier League,Manchester United,England,153,310
115,https://cdn.sofifa.net/players/204/639/22_120.png,204639,S. Savić,Stefan Savić,84,CB,Spain Primera Division,Atlético de Madrid,Montenegro,41,12
116,https://cdn.sofifa.net/players/204/923/22_120.png,204923,M. Sabitzer,Marcel Sabitzer,84,"CM, CDM, CAM",German 1. Bundesliga,FC Bayern München,Austria,115,11
117,https://cdn.sofifa.net/players/205/988/22_120.png,205988,L. Shaw,Luke Shaw,84,LB,English Premier League,Manchester United,England,204,34
118,https://cdn.sofifa.net/players/206/517/22_120.png,206517,J. Grealish,Jack Grealish,84,"LW, LM, CAM",English Premier League,Manchester City,England,458,90
119,https://cdn.sofifa.net/players/207/862/22_120.png,207862,M. Ginter,Matthias Ginter,84,CB,German 1. Bundesliga,Borussia Mönchengladbach,Germany,100,11
120,https://cdn.sofifa.net/players/207/863/22_120.png,207863,Felipe,Felipe Augusto de Almeida Monteiro,84,CB,Spain Primera Division,Atlético de Madrid,Brazil,35,12
121,https://cdn.sofifa.net/players/208/418/22_120.png,208418,Y. Carrasco,Yannick Ferreira Carrasco,84,"LM, ST",Spain Primera Division,Atlético de Madrid,Belgium,229,28
122,https://cdn.sofifa.net/players/208/574/22_120.png,208574,F. Kostić,Filip Kostić,84,"LM, LWB",German 1. Bundesliga,Eintracht Frankfurt,Serbia,118,20
123,https://cdn.sofifa.net/players/208/670/22_120.png,208670,H. Ziyech,Hakim Ziyech,84,"RW, CAM",English Premier League,Chelsea,Morocco,247,35
124,https://cdn.sofifa.net/players/209/889/22_120.png,209889,R. Guerreiro,Raphaël Adelino José Guerreiro,84,"LB, LM",German 1. Bundesliga,Borussia Dortmund,Portugal,181,22
125,https://cdn.sofifa.net/players/210/243/22_120.png,210243,Ricardo Pereira,Ricardo Domingos Barbosa Pereira,84,"RB, RM",English Premier League,Leicester City,Portugal,149,19
126,https://cdn.sofifa.net/players/212/188/22_120.png,212188,T. Werner,Timo Werner,84,"ST, LW",English Premier League,Chelsea,Germany,477,71
127,https://cdn.sofifa.net/players/215/698/22_120.png,215698,M. Maignan,Mike Maignan,84,GK,Italian Serie A,AC Milan,France,157,21
128,https://cdn.sofifa.net/players/216/352/22_120.png,216352,M. Brozović,Marcelo Brozović,84,"CDM, CM",Italian Serie A,Inter,Croatia,82,10
129,https://cdn.sofifa.net/players/216/393/22_120.png,216393,Y. Tielemans,Youri Tielemans,84,"CM, CDM",English Premier League,Leicester City,Belgium,672,38
130,https://cdn.sofifa.net/players/216/460/22_120.png,216460,J. Giménez,José María Giménez de Vargas,84,CB,Spain Primera Division,Atlético de Madrid,Uruguay,191,20
131,https://cdn.sofifa.net/players/216/594/22_120.png,216594,N. Fekir,Nabil Fekir,84,"CAM, RM, ST",Spain Primera Division,Real Betis Balompié,France,320,33
132,https://cdn.sofifa.net/players/222/492/22_120.png,222492,L. Sané,Leroy Aziz Sané,84,"RM, LM",German 1. Bundesliga,FC Bayern München,Germany,427,36
133,https://cdn.sofifa.net/players/224/232/22_120.png,224232,N. Barella,Nicolò Barella,84,CM,Italian Serie A,Inter,Italy,304,32
134,https://cdn.sofifa.net/players/224/334/22_120.png,224334,M. Acuña,Marcos Javier Acuña,84,"LB, LM",Spain Primera Division,Sevilla FC,Argentina,61,17
135,https://cdn.sofifa.net/players/228/941/22_120.png,228941,André Silva,André Miguel Valente da Silva,84,ST,German 1. Bundesliga,RB Leipzig,Portugal,190,13
136,https://cdn.sofifa.net/players/230/938/22_120.png,230938,F. Kessié,Franck Yannick Kessié,84,"CDM, CM",Italian Serie A,AC Milan,Côte d'Ivoire,247,40
137,https://cdn.sofifa.net/players/232/656/22_120.png,232656,T. Hernández,Theo Bernard François Hernández,84,LB,Italian Serie A,AC Milan,France,366,40
138,https://cdn.sofifa.net/players/235/790/22_120.png,235790,K. Havertz,Kai Lukas Havertz,84,"CAM, CF, CM",English Premier League,Chelsea,Germany,735,69
139,https://cdn.sofifa.net/players/237/692/22_120.png,237692,P. Foden,Philip Foden,84,"CAM, LW, CM",English Premier League,Manchester City,England,597,88
140,https://cdn.sofifa.net/players/135/507/22_120.png,135507,Fernandinho,Fernando Luiz Rosa,83,"CDM, CB",English Premier League,Manchester City,Brazil,72,19
141,https://cdn.sofifa.net/players/169/416/22_120.png,169416,C. Vela,Carlos Alberto Vela Garrido,83,"RW, LW, CAM",USA Major League Soccer,Los Angeles FC,Mexico,134,27
142,https://cdn.sofifa.net/players/177/413/22_120.png,177413,A. Witsel,Axel Witsel,83,"CDM, CM",German 1. Bundesliga,Borussia Dortmund,Belgium,90,17
143,https://cdn.sofifa.net/players/178/750/22_120.png,178750,Sergio Asenjo,Sergio Asenjo Andrés,83,GK,Spain Primera Division,Villarreal CF,Spain,22,1
144,https://cdn.sofifa.net/players/179/645/22_120.png,179645,S. Kjær,Simon Thorup Kjær,83,CB,Italian Serie A,AC Milan,Denmark,119,9
145,https://cdn.sofifa.net/players/180/930/22_120.png,180930,E. Džeko,Edin Džeko,83,ST,Italian Serie A,Inter,Bosnia and Herzegovina,72,12
146,https://cdn.sofifa.net/players/183/907/22_120.png,183907,J. Boateng,Jérôme Boateng,83,CB,French Ligue 1,Olympique Lyonnais,Germany,130,34
147,https://cdn.sofifa.net/players/184/087/22_120.png,184087,T. Alderweireld,Toby Alderweireld,83,CB,,,Belgium,120,17
148,https://cdn.sofifa.net/players/184/432/22_120.png,184432,Azpilicueta,César Azpilicueta Tanco,83,"CB, RWB",English Premier League,Chelsea,Spain,103,11
149,https://cdn.sofifa.net/players/187/961/22_120.png,187961,Paulinho,José Paulo Bezzera Maciel Júnior,83,"CM, CAM, CDM",Saudi Abdul L. Jameel League,Al Ahli,Brazil,122,25
150,https://cdn.sofifa.net/players/189/575/22_120.png,189575,Muniain,Iker Muniain Goñi,83,"CAM, RM, LM",Spain Primera Division,Athletic Club de Bilbao,Spain,71,16
151,https://cdn.sofifa.net/players/190/286/22_120.png,190286,Canales,Sergio Canales Madrazo,83,"CM, CDM, LM",Spain Primera Division,Real Betis Balompié,Spain,55,12
152,https://cdn.sofifa.net/players/190/941/22_120.png,190941,L. Hrádecký,Lukáš Hrádecký,83,GK,German 1. Bundesliga,Bayer 04 Leverkusen,Finland,48,8
153,https://cdn.sofifa.net/players/191/043/22_120.png,191043,Alex Sandro,Alex Sandro Lobo Silva,83,"LB, LM",Italian Serie A,Juventus,Brazil,112,21
154,https://cdn.sofifa.net/players/192/563/22_120.png,192563,B. Leno,Bernd Leno,83,GK,English Premier League,Arsenal,Germany,135,16
155,https://cdn.sofifa.net/players/192/774/22_120.png,192774,K. Manolas,Konstantinos Manolas,83,CB,Italian Serie A,Napoli,Greece,109,14
156,https://cdn.sofifa.net/players/192/883/22_120.png,192883,H. Mkhitaryan,Henrikh Mkhitaryan,83,"CF, RM, RW",Italian Serie A,Roma,Armenia,110,24
157,https://cdn.sofifa.net/players/193/082/22_120.png,193082,J. Cuadrado,Juan Guillermo Cuadrado Bello,83,"RB, RM",Italian Serie A,Juventus,Colombia,105,19
158,https://cdn.sofifa.net/players/197/061/22_120.png,197061,J. Matip,Joël Andre Job Matip,83,CB,English Premier League,Liverpool,Cameroon,67,10
159,https://cdn.sofifa.net/players/197/655/22_120.png,197655,S. Coates,Sebastián Coates Nión,83,CB,Portuguese Liga ZON SAGRES,Sporting CP,Uruguay,41,7
160,https://cdn.sofifa.net/players/199/845/22_120.png,199845,F. Acerbi,Francesco Acerbi,83,CB,Italian Serie A,Lazio,Italy,26,6
161,https://cdn.sofifa.net/players/199/914/22_120.png,199914,Allan,Allan Marques Loureiro,83,"CDM, CM",English Premier League,Everton,Brazil,55,9
162,https://cdn.sofifa.net/players/200/610/22_120.png,200610,K. Volland,Kevin Volland,83,"ST, CF",French Ligue 1,AS Monaco,Germany,101,17
163,https://cdn.sofifa.net/players/201/153/22_120.png,201153,Morata,Álvaro Borja Morata Martín,83,ST,Italian Serie A,Juventus,Spain,193,48
164,https://cdn.sofifa.net/players/201/399/22_120.png,201399,M. Icardi,Mauro Emanuel Icardi Rivero,83,ST,French Ligue 1,Paris Saint-Germain,Argentina,228,77
165,https://cdn.sofifa.net/players/202/884/22_120.png,202884,L. Spinazzola,Leonardo Spinazzola,83,"LWB, LB, LM",Italian Serie A,Roma,Italy,67,15
166,https://cdn.sofifa.net/players/203/574/22_120.png,203574,J. Stones,John Stones,83,CB,English Premier League,Manchester City,England,151,37
167,https://cdn.sofifa.net/players/203/841/22_120.png,203841,N. Pope,Nick Pope,83,GK,English Premier League,Burnley,England,63,12
168,https://cdn.sofifa.net/players/204/838/22_120.png,204838,R. Jiménez,Raúl Alonso Jiménez Rodríguez,83,ST,English Premier League,Wolverhampton Wanderers,Mexico,207,30
169,https://cdn.sofifa.net/players/204/935/22_120.png,204935,J. Pickford,Jordan Pickford,83,GK,English Premier League,Everton,England,98,26
170,https://cdn.sofifa.net/players/205/452/22_120.png,205452,A. Rüdiger,Antonio Rüdiger,83,CB,English Premier League,Chelsea,Germany,124,44
